file_name,word,time
./word_fmris/7_subject_word_weighted_73.5.pt,forward,73.5
./word_fmris/7_subject_word_weighted_74.pt,to,74.0
./word_fmris/7_subject_word_weighted_74.5.pt,learning,74.5
./word_fmris/7_subject_word_weighted_75.pt,to,75.0
./word_fmris/7_subject_word_weighted_75.5.pt,fly,75.5
./word_fmris/7_subject_word_weighted_76.pt,more,76.0
./word_fmris/7_subject_word_weighted_76.5.pt,than,76.5
./word_fmris/7_subject_word_weighted_77.pt,anything,77.0
./word_fmris/7_subject_word_weighted_77.5.pt,else.,77.5
./word_fmris/7_subject_word_weighted_78.pt,"""You",78.0
./word_fmris/7_subject_word_weighted_78.5.pt,don't,78.5
./word_fmris/7_subject_word_weighted_79.pt,know,79.0
./word_fmris/7_subject_word_weighted_79.5.pt,that,79.5
./word_fmris/7_subject_word_weighted_80.pt,you'll,80.0
./word_fmris/7_subject_word_weighted_80.5.pt,make,80.5
./word_fmris/7_subject_word_weighted_81.pt,a,81.0
./word_fmris/7_subject_word_weighted_81.5.pt,fool,81.5
./word_fmris/7_subject_word_weighted_82.pt,of,82.0
./word_fmris/7_subject_word_weighted_82.5.pt,"yourself,""",82.5
./word_fmris/7_subject_word_weighted_83.pt,said,83.0
./word_fmris/7_subject_word_weighted_83.5.pt,Ron,83.5
./word_fmris/7_subject_word_weighted_84.pt,reasonably.,84.0
./word_fmris/7_subject_word_weighted_84.5.pt,"""Anyway,",84.5
./word_fmris/7_subject_word_weighted_85.pt,I,85.0
./word_fmris/7_subject_word_weighted_85.5.pt,know,85.5
./word_fmris/7_subject_word_weighted_86.pt,Malfoy's,86.0
./word_fmris/7_subject_word_weighted_86.5.pt,always,86.5
./word_fmris/7_subject_word_weighted_87.pt,going,87.0
./word_fmris/7_subject_word_weighted_87.5.pt,on,87.5
./word_fmris/7_subject_word_weighted_88.pt,about,88.0
./word_fmris/7_subject_word_weighted_88.5.pt,how,88.5
./word_fmris/7_subject_word_weighted_89.pt,good,89.0
./word_fmris/7_subject_word_weighted_89.5.pt,he,89.5
./word_fmris/7_subject_word_weighted_90.pt,is,90.0
./word_fmris/7_subject_word_weighted_90.5.pt,at,90.5
./word_fmris/7_subject_word_weighted_91.pt,"Quidditch,",91.0
./word_fmris/7_subject_word_weighted_91.5.pt,but,91.5
./word_fmris/7_subject_word_weighted_92.pt,I,92.0
./word_fmris/7_subject_word_weighted_92.5.pt,bet,92.5
./word_fmris/7_subject_word_weighted_93.pt,that's,93.0
./word_fmris/7_subject_word_weighted_93.5.pt,all,93.5
./word_fmris/7_subject_word_weighted_94.pt,"talk.""",94.0
./word_fmris/7_subject_word_weighted_94.5.pt,+,94.5
./word_fmris/7_subject_word_weighted_95.pt,Malfoy,95.0
./word_fmris/7_subject_word_weighted_95.5.pt,certainly,95.5
./word_fmris/7_subject_word_weighted_96.pt,did,96.0
./word_fmris/7_subject_word_weighted_96.5.pt,talk,96.5
./word_fmris/7_subject_word_weighted_97.pt,about,97.0
./word_fmris/7_subject_word_weighted_97.5.pt,flying,97.5
./word_fmris/7_subject_word_weighted_98.pt,a,98.0
./word_fmris/7_subject_word_weighted_98.5.pt,lot.,98.5
./word_fmris/7_subject_word_weighted_99.pt,He,99.0
./word_fmris/7_subject_word_weighted_99.5.pt,complained,99.5
./word_fmris/7_subject_word_weighted_100.pt,loudly,100.0
./word_fmris/7_subject_word_weighted_100.5.pt,about,100.5
./word_fmris/7_subject_word_weighted_101.pt,first,101.0
./word_fmris/7_subject_word_weighted_101.5.pt,years,101.5
./word_fmris/7_subject_word_weighted_102.pt,never,102.0
./word_fmris/7_subject_word_weighted_102.5.pt,getting,102.5
./word_fmris/7_subject_word_weighted_103.pt,on,103.0
./word_fmris/7_subject_word_weighted_103.5.pt,the,103.5
./word_fmris/7_subject_word_weighted_104.pt,House,104.0
./word_fmris/7_subject_word_weighted_104.5.pt,Quidditch,104.5
./word_fmris/7_subject_word_weighted_105.pt,teams,105.0
./word_fmris/7_subject_word_weighted_105.5.pt,and,105.5
./word_fmris/7_subject_word_weighted_106.pt,told,106.0
./word_fmris/7_subject_word_weighted_106.5.pt,"long,",106.5
./word_fmris/7_subject_word_weighted_107.pt,boastful,107.0
./word_fmris/7_subject_word_weighted_107.5.pt,stories,107.5
./word_fmris/7_subject_word_weighted_108.pt,that,108.0
./word_fmris/7_subject_word_weighted_108.5.pt,always,108.5
./word_fmris/7_subject_word_weighted_109.pt,seemed,109.0
./word_fmris/7_subject_word_weighted_109.5.pt,to,109.5
./word_fmris/7_subject_word_weighted_110.pt,end,110.0
./word_fmris/7_subject_word_weighted_110.5.pt,with,110.5
./word_fmris/7_subject_word_weighted_111.pt,him,111.0
./word_fmris/7_subject_word_weighted_111.5.pt,narrowly,111.5
./word_fmris/7_subject_word_weighted_112.pt,escaping,112.0
./word_fmris/7_subject_word_weighted_112.5.pt,Muggles,112.5
./word_fmris/7_subject_word_weighted_113.pt,in,113.0
./word_fmris/7_subject_word_weighted_113.5.pt,helicopters.,113.5
./word_fmris/7_subject_word_weighted_114.pt,He,114.0
./word_fmris/7_subject_word_weighted_114.5.pt,wasn't,114.5
./word_fmris/7_subject_word_weighted_115.pt,the,115.0
./word_fmris/7_subject_word_weighted_115.5.pt,only,115.5
./word_fmris/7_subject_word_weighted_116.pt,"one,",116.0
./word_fmris/7_subject_word_weighted_116.5.pt,though:,116.5
./word_fmris/7_subject_word_weighted_117.pt,the,117.0
./word_fmris/7_subject_word_weighted_117.5.pt,way,117.5
./word_fmris/7_subject_word_weighted_118.pt,Seamus,118.0
./word_fmris/7_subject_word_weighted_118.5.pt,Finnigan,118.5
./word_fmris/7_subject_word_weighted_119.pt,told,119.0
./word_fmris/7_subject_word_weighted_119.5.pt,"it,",119.5
./word_fmris/7_subject_word_weighted_120.pt,he'd,120.0
./word_fmris/7_subject_word_weighted_120.5.pt,spent,120.5
./word_fmris/7_subject_word_weighted_121.pt,most,121.0
./word_fmris/7_subject_word_weighted_121.5.pt,of,121.5
./word_fmris/7_subject_word_weighted_122.pt,his,122.0
./word_fmris/7_subject_word_weighted_122.5.pt,childhood,122.5
./word_fmris/7_subject_word_weighted_123.pt,zooming,123.0
./word_fmris/7_subject_word_weighted_123.5.pt,around,123.5
./word_fmris/7_subject_word_weighted_124.pt,the,124.0
./word_fmris/7_subject_word_weighted_124.5.pt,countryside,124.5
./word_fmris/7_subject_word_weighted_125.pt,on,125.0
./word_fmris/7_subject_word_weighted_125.5.pt,his,125.5
./word_fmris/7_subject_word_weighted_126.pt,broomstick.,126.0
./word_fmris/7_subject_word_weighted_126.5.pt,Even,126.5
./word_fmris/7_subject_word_weighted_127.pt,Ron,127.0
./word_fmris/7_subject_word_weighted_127.5.pt,would,127.5
./word_fmris/7_subject_word_weighted_128.pt,tell,128.0
./word_fmris/7_subject_word_weighted_128.5.pt,anyone,128.5
./word_fmris/7_subject_word_weighted_129.pt,who'd,129.0
./word_fmris/7_subject_word_weighted_129.5.pt,listen,129.5
./word_fmris/7_subject_word_weighted_130.pt,about,130.0
./word_fmris/7_subject_word_weighted_130.5.pt,the,130.5
./word_fmris/7_subject_word_weighted_131.pt,time,131.0
./word_fmris/7_subject_word_weighted_131.5.pt,he'd,131.5
./word_fmris/7_subject_word_weighted_132.pt,almost,132.0
./word_fmris/7_subject_word_weighted_132.5.pt,hit,132.5
./word_fmris/7_subject_word_weighted_133.pt,a,133.0
./word_fmris/7_subject_word_weighted_133.5.pt,hang,133.5
./word_fmris/7_subject_word_weighted_134.pt,glider,134.0
./word_fmris/7_subject_word_weighted_134.5.pt,on,134.5
./word_fmris/7_subject_word_weighted_135.pt,Charlie's,135.0
./word_fmris/7_subject_word_weighted_135.5.pt,old,135.5
./word_fmris/7_subject_word_weighted_136.pt,broom.,136.0
./word_fmris/7_subject_word_weighted_136.5.pt,Everyone,136.5
./word_fmris/7_subject_word_weighted_137.pt,from,137.0
./word_fmris/7_subject_word_weighted_137.5.pt,wizarding,137.5
./word_fmris/7_subject_word_weighted_138.pt,families,138.0
./word_fmris/7_subject_word_weighted_138.5.pt,talked,138.5
./word_fmris/7_subject_word_weighted_139.pt,about,139.0
./word_fmris/7_subject_word_weighted_139.5.pt,Quidditch,139.5
./word_fmris/7_subject_word_weighted_140.pt,constantly.,140.0
./word_fmris/7_subject_word_weighted_140.5.pt,Ron,140.5
./word_fmris/7_subject_word_weighted_141.pt,had,141.0
./word_fmris/7_subject_word_weighted_141.5.pt,already,141.5
./word_fmris/7_subject_word_weighted_142.pt,had,142.0
./word_fmris/7_subject_word_weighted_142.5.pt,a,142.5
./word_fmris/7_subject_word_weighted_143.pt,big,143.0
./word_fmris/7_subject_word_weighted_143.5.pt,argument,143.5
./word_fmris/7_subject_word_weighted_144.pt,with,144.0
./word_fmris/7_subject_word_weighted_144.5.pt,Dean,144.5
./word_fmris/7_subject_word_weighted_145.pt,"Thomas,",145.0
./word_fmris/7_subject_word_weighted_145.5.pt,who,145.5
./word_fmris/7_subject_word_weighted_146.pt,shared,146.0
./word_fmris/7_subject_word_weighted_146.5.pt,their,146.5
./word_fmris/7_subject_word_weighted_147.pt,"dormitory,",147.0
./word_fmris/7_subject_word_weighted_147.5.pt,about,147.5
./word_fmris/7_subject_word_weighted_148.pt,soccer.,148.0
./word_fmris/7_subject_word_weighted_148.5.pt,Ron,148.5
./word_fmris/7_subject_word_weighted_149.pt,couldn't,149.0
./word_fmris/7_subject_word_weighted_149.5.pt,see,149.5
./word_fmris/7_subject_word_weighted_150.pt,what,150.0
./word_fmris/7_subject_word_weighted_150.5.pt,was,150.5
./word_fmris/7_subject_word_weighted_151.pt,exciting,151.0
./word_fmris/7_subject_word_weighted_151.5.pt,about,151.5
./word_fmris/7_subject_word_weighted_152.pt,a,152.0
./word_fmris/7_subject_word_weighted_152.5.pt,game,152.5
./word_fmris/7_subject_word_weighted_153.pt,with,153.0
./word_fmris/7_subject_word_weighted_153.5.pt,only,153.5
./word_fmris/7_subject_word_weighted_154.pt,one,154.0
./word_fmris/7_subject_word_weighted_154.5.pt,ball,154.5
./word_fmris/7_subject_word_weighted_155.pt,where,155.0
./word_fmris/7_subject_word_weighted_155.5.pt,no,155.5
./word_fmris/7_subject_word_weighted_156.pt,one,156.0
./word_fmris/7_subject_word_weighted_156.5.pt,was,156.5
./word_fmris/7_subject_word_weighted_157.pt,allowed,157.0
./word_fmris/7_subject_word_weighted_157.5.pt,to,157.5
./word_fmris/7_subject_word_weighted_158.pt,fly.,158.0
./word_fmris/7_subject_word_weighted_158.5.pt,Harry,158.5
./word_fmris/7_subject_word_weighted_159.pt,had,159.0
./word_fmris/7_subject_word_weighted_159.5.pt,caught,159.5
./word_fmris/7_subject_word_weighted_160.pt,Ron,160.0
./word_fmris/7_subject_word_weighted_160.5.pt,prodding,160.5
./word_fmris/7_subject_word_weighted_161.pt,Dean's,161.0
./word_fmris/7_subject_word_weighted_161.5.pt,poster,161.5
./word_fmris/7_subject_word_weighted_162.pt,of,162.0
./word_fmris/7_subject_word_weighted_162.5.pt,West,162.5
./word_fmris/7_subject_word_weighted_163.pt,Ham,163.0
./word_fmris/7_subject_word_weighted_163.5.pt,soccer,163.5
./word_fmris/7_subject_word_weighted_164.pt,"team,",164.0
./word_fmris/7_subject_word_weighted_164.5.pt,trying,164.5
./word_fmris/7_subject_word_weighted_165.pt,to,165.0
./word_fmris/7_subject_word_weighted_165.5.pt,make,165.5
./word_fmris/7_subject_word_weighted_166.pt,the,166.0
./word_fmris/7_subject_word_weighted_166.5.pt,players,166.5
./word_fmris/7_subject_word_weighted_167.pt,move.,167.0
./word_fmris/7_subject_word_weighted_167.5.pt,+,167.5
./word_fmris/7_subject_word_weighted_168.pt,Neville,168.0
./word_fmris/7_subject_word_weighted_168.5.pt,had,168.5
./word_fmris/7_subject_word_weighted_169.pt,never,169.0
./word_fmris/7_subject_word_weighted_169.5.pt,been,169.5
./word_fmris/7_subject_word_weighted_170.pt,on,170.0
./word_fmris/7_subject_word_weighted_170.5.pt,a,170.5
./word_fmris/7_subject_word_weighted_171.pt,broomstick,171.0
./word_fmris/7_subject_word_weighted_171.5.pt,in,171.5
./word_fmris/7_subject_word_weighted_172.pt,his,172.0
./word_fmris/7_subject_word_weighted_172.5.pt,"life,",172.5
./word_fmris/7_subject_word_weighted_173.pt,because,173.0
./word_fmris/7_subject_word_weighted_173.5.pt,his,173.5
./word_fmris/7_subject_word_weighted_174.pt,grandmother,174.0
./word_fmris/7_subject_word_weighted_174.5.pt,had,174.5
./word_fmris/7_subject_word_weighted_175.pt,never,175.0
./word_fmris/7_subject_word_weighted_175.5.pt,let,175.5
./word_fmris/7_subject_word_weighted_176.pt,him,176.0
./word_fmris/7_subject_word_weighted_176.5.pt,near,176.5
./word_fmris/7_subject_word_weighted_177.pt,one.,177.0
./word_fmris/7_subject_word_weighted_177.5.pt,"Privately,",177.5
./word_fmris/7_subject_word_weighted_178.pt,Harry,178.0
./word_fmris/7_subject_word_weighted_178.5.pt,felt,178.5
./word_fmris/7_subject_word_weighted_179.pt,she'd,179.0
./word_fmris/7_subject_word_weighted_179.5.pt,had,179.5
./word_fmris/7_subject_word_weighted_180.pt,good,180.0
./word_fmris/7_subject_word_weighted_180.5.pt,"reason,",180.5
./word_fmris/7_subject_word_weighted_181.pt,because,181.0
./word_fmris/7_subject_word_weighted_181.5.pt,Neville,181.5
./word_fmris/7_subject_word_weighted_182.pt,managed,182.0
./word_fmris/7_subject_word_weighted_182.5.pt,to,182.5
./word_fmris/7_subject_word_weighted_183.pt,have,183.0
./word_fmris/7_subject_word_weighted_183.5.pt,an,183.5
./word_fmris/7_subject_word_weighted_184.pt,extraordinary,184.0
./word_fmris/7_subject_word_weighted_184.5.pt,number,184.5
./word_fmris/7_subject_word_weighted_185.pt,of,185.0
./word_fmris/7_subject_word_weighted_185.5.pt,accidents,185.5
./word_fmris/7_subject_word_weighted_186.pt,even,186.0
./word_fmris/7_subject_word_weighted_186.5.pt,with,186.5
./word_fmris/7_subject_word_weighted_187.pt,both,187.0
./word_fmris/7_subject_word_weighted_187.5.pt,feet,187.5
./word_fmris/7_subject_word_weighted_188.pt,on,188.0
./word_fmris/7_subject_word_weighted_188.5.pt,the,188.5
./word_fmris/7_subject_word_weighted_189.pt,ground.,189.0
./word_fmris/7_subject_word_weighted_189.5.pt,+,189.5
./word_fmris/7_subject_word_weighted_190.pt,Hermione,190.0
./word_fmris/7_subject_word_weighted_190.5.pt,Granger,190.5
./word_fmris/7_subject_word_weighted_191.pt,was,191.0
./word_fmris/7_subject_word_weighted_191.5.pt,almost,191.5
./word_fmris/7_subject_word_weighted_192.pt,as,192.0
./word_fmris/7_subject_word_weighted_192.5.pt,nervous,192.5
./word_fmris/7_subject_word_weighted_193.pt,about,193.0
./word_fmris/7_subject_word_weighted_193.5.pt,flying,193.5
./word_fmris/7_subject_word_weighted_194.pt,as,194.0
./word_fmris/7_subject_word_weighted_194.5.pt,Neville,194.5
./word_fmris/7_subject_word_weighted_195.pt,was.,195.0
./word_fmris/7_subject_word_weighted_195.5.pt,This,195.5
./word_fmris/7_subject_word_weighted_196.pt,was,196.0
./word_fmris/7_subject_word_weighted_196.5.pt,something,196.5
./word_fmris/7_subject_word_weighted_197.pt,you,197.0
./word_fmris/7_subject_word_weighted_197.5.pt,couldn't,197.5
./word_fmris/7_subject_word_weighted_198.pt,learn,198.0
./word_fmris/7_subject_word_weighted_198.5.pt,by,198.5
./word_fmris/7_subject_word_weighted_199.pt,heart,199.0
./word_fmris/7_subject_word_weighted_199.5.pt,out,199.5
./word_fmris/7_subject_word_weighted_200.pt,of,200.0
./word_fmris/7_subject_word_weighted_200.5.pt,a,200.5
./word_fmris/7_subject_word_weighted_201.pt,book,201.0
./word_fmris/7_subject_word_weighted_201.5.pt,--,201.5
./word_fmris/7_subject_word_weighted_202.pt,not,202.0
./word_fmris/7_subject_word_weighted_202.5.pt,that,202.5
./word_fmris/7_subject_word_weighted_203.pt,she,203.0
./word_fmris/7_subject_word_weighted_203.5.pt,hadn't,203.5
./word_fmris/7_subject_word_weighted_204.pt,tried.,204.0
./word_fmris/7_subject_word_weighted_204.5.pt,At,204.5
./word_fmris/7_subject_word_weighted_205.pt,breakfast,205.0
./word_fmris/7_subject_word_weighted_205.5.pt,on,205.5
./word_fmris/7_subject_word_weighted_206.pt,Thursday,206.0
./word_fmris/7_subject_word_weighted_206.5.pt,she,206.5
./word_fmris/7_subject_word_weighted_207.pt,bored,207.0
./word_fmris/7_subject_word_weighted_207.5.pt,them,207.5
./word_fmris/7_subject_word_weighted_208.pt,all,208.0
./word_fmris/7_subject_word_weighted_208.5.pt,stupid,208.5
./word_fmris/7_subject_word_weighted_209.pt,with,209.0
./word_fmris/7_subject_word_weighted_209.5.pt,flying,209.5
./word_fmris/7_subject_word_weighted_210.pt,tips,210.0
./word_fmris/7_subject_word_weighted_210.5.pt,she'd,210.5
./word_fmris/7_subject_word_weighted_211.pt,gotten,211.0
./word_fmris/7_subject_word_weighted_211.5.pt,out,211.5
./word_fmris/7_subject_word_weighted_212.pt,of,212.0
./word_fmris/7_subject_word_weighted_212.5.pt,a,212.5
./word_fmris/7_subject_word_weighted_213.pt,library,213.0
./word_fmris/7_subject_word_weighted_213.5.pt,book,213.5
./word_fmris/7_subject_word_weighted_214.pt,called,214.0
./word_fmris/7_subject_word_weighted_214.5.pt,@Quidditch,214.5
./word_fmris/7_subject_word_weighted_215.pt,@Through,215.0
./word_fmris/7_subject_word_weighted_215.5.pt,@the,215.5
./word_fmris/7_subject_word_weighted_216.pt,@Ages.,216.0
./word_fmris/7_subject_word_weighted_216.5.pt,Neville,216.5
./word_fmris/7_subject_word_weighted_217.pt,was,217.0
./word_fmris/7_subject_word_weighted_217.5.pt,hanging,217.5
./word_fmris/7_subject_word_weighted_218.pt,on,218.0
./word_fmris/7_subject_word_weighted_218.5.pt,to,218.5
./word_fmris/7_subject_word_weighted_219.pt,her,219.0
./word_fmris/7_subject_word_weighted_219.5.pt,every,219.5
./word_fmris/7_subject_word_weighted_220.pt,"word,",220.0
./word_fmris/7_subject_word_weighted_220.5.pt,desperate,220.5
./word_fmris/7_subject_word_weighted_221.pt,for,221.0
./word_fmris/7_subject_word_weighted_221.5.pt,anything,221.5
./word_fmris/7_subject_word_weighted_222.pt,that,222.0
./word_fmris/7_subject_word_weighted_222.5.pt,might,222.5
./word_fmris/7_subject_word_weighted_223.pt,help,223.0
./word_fmris/7_subject_word_weighted_223.5.pt,him,223.5
./word_fmris/7_subject_word_weighted_224.pt,hang,224.0
./word_fmris/7_subject_word_weighted_224.5.pt,on,224.5
./word_fmris/7_subject_word_weighted_225.pt,to,225.0
./word_fmris/7_subject_word_weighted_225.5.pt,his,225.5
./word_fmris/7_subject_word_weighted_226.pt,broomstick,226.0
./word_fmris/7_subject_word_weighted_226.5.pt,"later,",226.5
./word_fmris/7_subject_word_weighted_227.pt,but,227.0
./word_fmris/7_subject_word_weighted_227.5.pt,everybody,227.5
./word_fmris/7_subject_word_weighted_228.pt,else,228.0
./word_fmris/7_subject_word_weighted_228.5.pt,was,228.5
./word_fmris/7_subject_word_weighted_229.pt,very,229.0
./word_fmris/7_subject_word_weighted_229.5.pt,pleased,229.5
./word_fmris/7_subject_word_weighted_230.pt,when,230.0
./word_fmris/7_subject_word_weighted_230.5.pt,Hermione's,230.5
./word_fmris/7_subject_word_weighted_231.pt,lecture,231.0
./word_fmris/7_subject_word_weighted_231.5.pt,was,231.5
./word_fmris/7_subject_word_weighted_232.pt,interrupted,232.0
./word_fmris/7_subject_word_weighted_232.5.pt,by,232.5
./word_fmris/7_subject_word_weighted_233.pt,the,233.0
./word_fmris/7_subject_word_weighted_233.5.pt,arrival,233.5
./word_fmris/7_subject_word_weighted_234.pt,of,234.0
./word_fmris/7_subject_word_weighted_234.5.pt,the,234.5
./word_fmris/7_subject_word_weighted_235.pt,mail.,235.0
./word_fmris/7_subject_word_weighted_235.5.pt,+,235.5
./word_fmris/7_subject_word_weighted_236.pt,Harry,236.0
./word_fmris/7_subject_word_weighted_236.5.pt,hadn't,236.5
./word_fmris/7_subject_word_weighted_237.pt,had,237.0
./word_fmris/7_subject_word_weighted_237.5.pt,a,237.5
./word_fmris/7_subject_word_weighted_238.pt,single,238.0
./word_fmris/7_subject_word_weighted_238.5.pt,letter,238.5
./word_fmris/7_subject_word_weighted_239.pt,since,239.0
./word_fmris/7_subject_word_weighted_239.5.pt,Hagrid's,239.5
./word_fmris/7_subject_word_weighted_240.pt,"note,",240.0
./word_fmris/7_subject_word_weighted_240.5.pt,something,240.5
./word_fmris/7_subject_word_weighted_241.pt,that,241.0
./word_fmris/7_subject_word_weighted_241.5.pt,Malfoy,241.5
./word_fmris/7_subject_word_weighted_242.pt,had,242.0
./word_fmris/7_subject_word_weighted_242.5.pt,been,242.5
./word_fmris/7_subject_word_weighted_243.pt,quick,243.0
./word_fmris/7_subject_word_weighted_243.5.pt,to,243.5
./word_fmris/7_subject_word_weighted_244.pt,"notice,",244.0
./word_fmris/7_subject_word_weighted_244.5.pt,of,244.5
./word_fmris/7_subject_word_weighted_245.pt,course.,245.0
