subject,file_name,word_labels
0,./word_fmris/0_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
1,./word_fmris/1_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
2,./word_fmris/2_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
3,./word_fmris/3_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
4,./word_fmris/4_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
5,./word_fmris/5_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
6,./word_fmris/6_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
7,./word_fmris/7_subject_word_weighted_22.5.pt.gz,"('would', 22.5)"
0,./word_fmris/0_subject_word_weighted_23.pt.gz,"('meet', 23)"
1,./word_fmris/1_subject_word_weighted_23.pt.gz,"('meet', 23)"
2,./word_fmris/2_subject_word_weighted_23.pt.gz,"('meet', 23)"
3,./word_fmris/3_subject_word_weighted_23.pt.gz,"('meet', 23)"
4,./word_fmris/4_subject_word_weighted_23.pt.gz,"('meet', 23)"
5,./word_fmris/5_subject_word_weighted_23.pt.gz,"('meet', 23)"
6,./word_fmris/6_subject_word_weighted_23.pt.gz,"('meet', 23)"
7,./word_fmris/7_subject_word_weighted_23.pt.gz,"('meet', 23)"
0,./word_fmris/0_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
1,./word_fmris/1_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
2,./word_fmris/2_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
3,./word_fmris/3_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
4,./word_fmris/4_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
5,./word_fmris/5_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
6,./word_fmris/6_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
7,./word_fmris/7_subject_word_weighted_23.5.pt.gz,"('a', 23.5)"
0,./word_fmris/0_subject_word_weighted_24.pt.gz,"('boy', 24)"
1,./word_fmris/1_subject_word_weighted_24.pt.gz,"('boy', 24)"
2,./word_fmris/2_subject_word_weighted_24.pt.gz,"('boy', 24)"
3,./word_fmris/3_subject_word_weighted_24.pt.gz,"('boy', 24)"
4,./word_fmris/4_subject_word_weighted_24.pt.gz,"('boy', 24)"
5,./word_fmris/5_subject_word_weighted_24.pt.gz,"('boy', 24)"
6,./word_fmris/6_subject_word_weighted_24.pt.gz,"('boy', 24)"
7,./word_fmris/7_subject_word_weighted_24.pt.gz,"('boy', 24)"
0,./word_fmris/0_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
1,./word_fmris/1_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
2,./word_fmris/2_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
3,./word_fmris/3_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
4,./word_fmris/4_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
5,./word_fmris/5_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
6,./word_fmris/6_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
7,./word_fmris/7_subject_word_weighted_24.5.pt.gz,"('he', 24.5)"
0,./word_fmris/0_subject_word_weighted_25.pt.gz,"('hated', 25)"
1,./word_fmris/1_subject_word_weighted_25.pt.gz,"('hated', 25)"
2,./word_fmris/2_subject_word_weighted_25.pt.gz,"('hated', 25)"
3,./word_fmris/3_subject_word_weighted_25.pt.gz,"('hated', 25)"
4,./word_fmris/4_subject_word_weighted_25.pt.gz,"('hated', 25)"
5,./word_fmris/5_subject_word_weighted_25.pt.gz,"('hated', 25)"
6,./word_fmris/6_subject_word_weighted_25.pt.gz,"('hated', 25)"
7,./word_fmris/7_subject_word_weighted_25.pt.gz,"('hated', 25)"
0,./word_fmris/0_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
1,./word_fmris/1_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
2,./word_fmris/2_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
3,./word_fmris/3_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
4,./word_fmris/4_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
5,./word_fmris/5_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
6,./word_fmris/6_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
7,./word_fmris/7_subject_word_weighted_25.5.pt.gz,"('more', 25.5)"
0,./word_fmris/0_subject_word_weighted_26.pt.gz,"('than', 26)"
1,./word_fmris/1_subject_word_weighted_26.pt.gz,"('than', 26)"
2,./word_fmris/2_subject_word_weighted_26.pt.gz,"('than', 26)"
3,./word_fmris/3_subject_word_weighted_26.pt.gz,"('than', 26)"
4,./word_fmris/4_subject_word_weighted_26.pt.gz,"('than', 26)"
5,./word_fmris/5_subject_word_weighted_26.pt.gz,"('than', 26)"
6,./word_fmris/6_subject_word_weighted_26.pt.gz,"('than', 26)"
7,./word_fmris/7_subject_word_weighted_26.pt.gz,"('than', 26)"
0,./word_fmris/0_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
1,./word_fmris/1_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
2,./word_fmris/2_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
3,./word_fmris/3_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
4,./word_fmris/4_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
5,./word_fmris/5_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
6,./word_fmris/6_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
7,./word_fmris/7_subject_word_weighted_26.5.pt.gz,"('Dudley,', 26.5)"
0,./word_fmris/0_subject_word_weighted_27.pt.gz,"('but', 27)"
1,./word_fmris/1_subject_word_weighted_27.pt.gz,"('but', 27)"
2,./word_fmris/2_subject_word_weighted_27.pt.gz,"('but', 27)"
3,./word_fmris/3_subject_word_weighted_27.pt.gz,"('but', 27)"
4,./word_fmris/4_subject_word_weighted_27.pt.gz,"('but', 27)"
5,./word_fmris/5_subject_word_weighted_27.pt.gz,"('but', 27)"
6,./word_fmris/6_subject_word_weighted_27.pt.gz,"('but', 27)"
7,./word_fmris/7_subject_word_weighted_27.pt.gz,"('but', 27)"
0,./word_fmris/0_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
1,./word_fmris/1_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
2,./word_fmris/2_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
3,./word_fmris/3_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
4,./word_fmris/4_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
5,./word_fmris/5_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
6,./word_fmris/6_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
7,./word_fmris/7_subject_word_weighted_27.5.pt.gz,"('that', 27.5)"
0,./word_fmris/0_subject_word_weighted_28.pt.gz,"('was', 28)"
1,./word_fmris/1_subject_word_weighted_28.pt.gz,"('was', 28)"
2,./word_fmris/2_subject_word_weighted_28.pt.gz,"('was', 28)"
3,./word_fmris/3_subject_word_weighted_28.pt.gz,"('was', 28)"
4,./word_fmris/4_subject_word_weighted_28.pt.gz,"('was', 28)"
5,./word_fmris/5_subject_word_weighted_28.pt.gz,"('was', 28)"
6,./word_fmris/6_subject_word_weighted_28.pt.gz,"('was', 28)"
7,./word_fmris/7_subject_word_weighted_28.pt.gz,"('was', 28)"
0,./word_fmris/0_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
1,./word_fmris/1_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
2,./word_fmris/2_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
3,./word_fmris/3_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
4,./word_fmris/4_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
5,./word_fmris/5_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
6,./word_fmris/6_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
7,./word_fmris/7_subject_word_weighted_28.5.pt.gz,"('before', 28.5)"
0,./word_fmris/0_subject_word_weighted_29.pt.gz,"('he', 29)"
1,./word_fmris/1_subject_word_weighted_29.pt.gz,"('he', 29)"
2,./word_fmris/2_subject_word_weighted_29.pt.gz,"('he', 29)"
3,./word_fmris/3_subject_word_weighted_29.pt.gz,"('he', 29)"
4,./word_fmris/4_subject_word_weighted_29.pt.gz,"('he', 29)"
5,./word_fmris/5_subject_word_weighted_29.pt.gz,"('he', 29)"
6,./word_fmris/6_subject_word_weighted_29.pt.gz,"('he', 29)"
7,./word_fmris/7_subject_word_weighted_29.pt.gz,"('he', 29)"
0,./word_fmris/0_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
1,./word_fmris/1_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
2,./word_fmris/2_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
3,./word_fmris/3_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
4,./word_fmris/4_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
5,./word_fmris/5_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
6,./word_fmris/6_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
7,./word_fmris/7_subject_word_weighted_29.5.pt.gz,"('met', 29.5)"
0,./word_fmris/0_subject_word_weighted_30.pt.gz,"('Draco', 30)"
1,./word_fmris/1_subject_word_weighted_30.pt.gz,"('Draco', 30)"
2,./word_fmris/2_subject_word_weighted_30.pt.gz,"('Draco', 30)"
3,./word_fmris/3_subject_word_weighted_30.pt.gz,"('Draco', 30)"
4,./word_fmris/4_subject_word_weighted_30.pt.gz,"('Draco', 30)"
5,./word_fmris/5_subject_word_weighted_30.pt.gz,"('Draco', 30)"
6,./word_fmris/6_subject_word_weighted_30.pt.gz,"('Draco', 30)"
7,./word_fmris/7_subject_word_weighted_30.pt.gz,"('Draco', 30)"
0,./word_fmris/0_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
1,./word_fmris/1_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
2,./word_fmris/2_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
3,./word_fmris/3_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
4,./word_fmris/4_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
5,./word_fmris/5_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
6,./word_fmris/6_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
7,./word_fmris/7_subject_word_weighted_30.5.pt.gz,"('Malfoy.', 30.5)"
0,./word_fmris/0_subject_word_weighted_31.pt.gz,"('Still,', 31)"
1,./word_fmris/1_subject_word_weighted_31.pt.gz,"('Still,', 31)"
2,./word_fmris/2_subject_word_weighted_31.pt.gz,"('Still,', 31)"
3,./word_fmris/3_subject_word_weighted_31.pt.gz,"('Still,', 31)"
4,./word_fmris/4_subject_word_weighted_31.pt.gz,"('Still,', 31)"
5,./word_fmris/5_subject_word_weighted_31.pt.gz,"('Still,', 31)"
6,./word_fmris/6_subject_word_weighted_31.pt.gz,"('Still,', 31)"
7,./word_fmris/7_subject_word_weighted_31.pt.gz,"('Still,', 31)"
0,./word_fmris/0_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
1,./word_fmris/1_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
2,./word_fmris/2_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
3,./word_fmris/3_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
4,./word_fmris/4_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
5,./word_fmris/5_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
6,./word_fmris/6_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
7,./word_fmris/7_subject_word_weighted_31.5.pt.gz,"('first-year', 31.5)"
0,./word_fmris/0_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
1,./word_fmris/1_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
2,./word_fmris/2_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
3,./word_fmris/3_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
4,./word_fmris/4_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
5,./word_fmris/5_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
6,./word_fmris/6_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
7,./word_fmris/7_subject_word_weighted_32.pt.gz,"('Gryffindors', 32)"
0,./word_fmris/0_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
1,./word_fmris/1_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
2,./word_fmris/2_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
3,./word_fmris/3_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
4,./word_fmris/4_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
5,./word_fmris/5_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
6,./word_fmris/6_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
7,./word_fmris/7_subject_word_weighted_32.5.pt.gz,"('only', 32.5)"
0,./word_fmris/0_subject_word_weighted_33.pt.gz,"('had', 33)"
1,./word_fmris/1_subject_word_weighted_33.pt.gz,"('had', 33)"
2,./word_fmris/2_subject_word_weighted_33.pt.gz,"('had', 33)"
3,./word_fmris/3_subject_word_weighted_33.pt.gz,"('had', 33)"
4,./word_fmris/4_subject_word_weighted_33.pt.gz,"('had', 33)"
5,./word_fmris/5_subject_word_weighted_33.pt.gz,"('had', 33)"
6,./word_fmris/6_subject_word_weighted_33.pt.gz,"('had', 33)"
7,./word_fmris/7_subject_word_weighted_33.pt.gz,"('had', 33)"
0,./word_fmris/0_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
1,./word_fmris/1_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
2,./word_fmris/2_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
3,./word_fmris/3_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
4,./word_fmris/4_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
5,./word_fmris/5_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
6,./word_fmris/6_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
7,./word_fmris/7_subject_word_weighted_33.5.pt.gz,"('Potions', 33.5)"
0,./word_fmris/0_subject_word_weighted_34.pt.gz,"('with', 34)"
1,./word_fmris/1_subject_word_weighted_34.pt.gz,"('with', 34)"
2,./word_fmris/2_subject_word_weighted_34.pt.gz,"('with', 34)"
3,./word_fmris/3_subject_word_weighted_34.pt.gz,"('with', 34)"
4,./word_fmris/4_subject_word_weighted_34.pt.gz,"('with', 34)"
5,./word_fmris/5_subject_word_weighted_34.pt.gz,"('with', 34)"
6,./word_fmris/6_subject_word_weighted_34.pt.gz,"('with', 34)"
7,./word_fmris/7_subject_word_weighted_34.pt.gz,"('with', 34)"
0,./word_fmris/0_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
1,./word_fmris/1_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
2,./word_fmris/2_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
3,./word_fmris/3_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
4,./word_fmris/4_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
5,./word_fmris/5_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
6,./word_fmris/6_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
7,./word_fmris/7_subject_word_weighted_34.5.pt.gz,"('the', 34.5)"
0,./word_fmris/0_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
1,./word_fmris/1_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
2,./word_fmris/2_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
3,./word_fmris/3_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
4,./word_fmris/4_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
5,./word_fmris/5_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
6,./word_fmris/6_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
7,./word_fmris/7_subject_word_weighted_35.pt.gz,"('Slytherins,', 35)"
0,./word_fmris/0_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
1,./word_fmris/1_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
2,./word_fmris/2_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
3,./word_fmris/3_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
4,./word_fmris/4_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
5,./word_fmris/5_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
6,./word_fmris/6_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
7,./word_fmris/7_subject_word_weighted_35.5.pt.gz,"('so', 35.5)"
0,./word_fmris/0_subject_word_weighted_36.pt.gz,"('they', 36)"
1,./word_fmris/1_subject_word_weighted_36.pt.gz,"('they', 36)"
2,./word_fmris/2_subject_word_weighted_36.pt.gz,"('they', 36)"
3,./word_fmris/3_subject_word_weighted_36.pt.gz,"('they', 36)"
4,./word_fmris/4_subject_word_weighted_36.pt.gz,"('they', 36)"
5,./word_fmris/5_subject_word_weighted_36.pt.gz,"('they', 36)"
6,./word_fmris/6_subject_word_weighted_36.pt.gz,"('they', 36)"
7,./word_fmris/7_subject_word_weighted_36.pt.gz,"('they', 36)"
0,./word_fmris/0_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
1,./word_fmris/1_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
2,./word_fmris/2_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
3,./word_fmris/3_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
4,./word_fmris/4_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
5,./word_fmris/5_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
6,./word_fmris/6_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
7,./word_fmris/7_subject_word_weighted_36.5.pt.gz,"(""didn't"", 36.5)"
0,./word_fmris/0_subject_word_weighted_37.pt.gz,"('have', 37)"
1,./word_fmris/1_subject_word_weighted_37.pt.gz,"('have', 37)"
2,./word_fmris/2_subject_word_weighted_37.pt.gz,"('have', 37)"
3,./word_fmris/3_subject_word_weighted_37.pt.gz,"('have', 37)"
4,./word_fmris/4_subject_word_weighted_37.pt.gz,"('have', 37)"
5,./word_fmris/5_subject_word_weighted_37.pt.gz,"('have', 37)"
6,./word_fmris/6_subject_word_weighted_37.pt.gz,"('have', 37)"
7,./word_fmris/7_subject_word_weighted_37.pt.gz,"('have', 37)"
0,./word_fmris/0_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
1,./word_fmris/1_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
2,./word_fmris/2_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
3,./word_fmris/3_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
4,./word_fmris/4_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
5,./word_fmris/5_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
6,./word_fmris/6_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
7,./word_fmris/7_subject_word_weighted_37.5.pt.gz,"('to', 37.5)"
0,./word_fmris/0_subject_word_weighted_38.pt.gz,"('put', 38)"
1,./word_fmris/1_subject_word_weighted_38.pt.gz,"('put', 38)"
2,./word_fmris/2_subject_word_weighted_38.pt.gz,"('put', 38)"
3,./word_fmris/3_subject_word_weighted_38.pt.gz,"('put', 38)"
4,./word_fmris/4_subject_word_weighted_38.pt.gz,"('put', 38)"
5,./word_fmris/5_subject_word_weighted_38.pt.gz,"('put', 38)"
6,./word_fmris/6_subject_word_weighted_38.pt.gz,"('put', 38)"
7,./word_fmris/7_subject_word_weighted_38.pt.gz,"('put', 38)"
0,./word_fmris/0_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
1,./word_fmris/1_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
2,./word_fmris/2_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
3,./word_fmris/3_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
4,./word_fmris/4_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
5,./word_fmris/5_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
6,./word_fmris/6_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
7,./word_fmris/7_subject_word_weighted_38.5.pt.gz,"('up', 38.5)"
0,./word_fmris/0_subject_word_weighted_39.pt.gz,"('with', 39)"
1,./word_fmris/1_subject_word_weighted_39.pt.gz,"('with', 39)"
2,./word_fmris/2_subject_word_weighted_39.pt.gz,"('with', 39)"
3,./word_fmris/3_subject_word_weighted_39.pt.gz,"('with', 39)"
4,./word_fmris/4_subject_word_weighted_39.pt.gz,"('with', 39)"
5,./word_fmris/5_subject_word_weighted_39.pt.gz,"('with', 39)"
6,./word_fmris/6_subject_word_weighted_39.pt.gz,"('with', 39)"
7,./word_fmris/7_subject_word_weighted_39.pt.gz,"('with', 39)"
0,./word_fmris/0_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
1,./word_fmris/1_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
2,./word_fmris/2_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
3,./word_fmris/3_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
4,./word_fmris/4_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
5,./word_fmris/5_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
6,./word_fmris/6_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
7,./word_fmris/7_subject_word_weighted_39.5.pt.gz,"('Malfoy', 39.5)"
0,./word_fmris/0_subject_word_weighted_40.pt.gz,"('much.', 40)"
1,./word_fmris/1_subject_word_weighted_40.pt.gz,"('much.', 40)"
2,./word_fmris/2_subject_word_weighted_40.pt.gz,"('much.', 40)"
3,./word_fmris/3_subject_word_weighted_40.pt.gz,"('much.', 40)"
4,./word_fmris/4_subject_word_weighted_40.pt.gz,"('much.', 40)"
5,./word_fmris/5_subject_word_weighted_40.pt.gz,"('much.', 40)"
6,./word_fmris/6_subject_word_weighted_40.pt.gz,"('much.', 40)"
7,./word_fmris/7_subject_word_weighted_40.pt.gz,"('much.', 40)"
0,./word_fmris/0_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
1,./word_fmris/1_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
2,./word_fmris/2_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
3,./word_fmris/3_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
4,./word_fmris/4_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
5,./word_fmris/5_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
6,./word_fmris/6_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
7,./word_fmris/7_subject_word_weighted_40.5.pt.gz,"('Or', 40.5)"
0,./word_fmris/0_subject_word_weighted_41.pt.gz,"('at', 41)"
1,./word_fmris/1_subject_word_weighted_41.pt.gz,"('at', 41)"
2,./word_fmris/2_subject_word_weighted_41.pt.gz,"('at', 41)"
3,./word_fmris/3_subject_word_weighted_41.pt.gz,"('at', 41)"
4,./word_fmris/4_subject_word_weighted_41.pt.gz,"('at', 41)"
5,./word_fmris/5_subject_word_weighted_41.pt.gz,"('at', 41)"
6,./word_fmris/6_subject_word_weighted_41.pt.gz,"('at', 41)"
7,./word_fmris/7_subject_word_weighted_41.pt.gz,"('at', 41)"
0,./word_fmris/0_subject_word_weighted_41.5.pt.gz,"('least,', 41.5)"
1,./word_fmris/1_subject_word_weighted_41.5.pt.gz,"('least,', 41.5)"
2,./word_fmris/2_subject_word_weighted_41.5.pt.gz,"('least,', 41.5)"
3,./word_fmris/3_subject_word_weighted_41.5.pt.gz,"('least,', 41.5)"
4,./word_fmris/4_subject_word_weighted_41.5.pt.gz,"('least,', 41.5)"
